,count,hate_speech,offensive_language,neither,class,tweet
11093,3,1,2,0,1,wish nigguh would try clown shit wohs
11094,3,0,3,0,1,wish alot female would tweet sucking dick im tired twitter nigga tweeting eating pussy need balance
11095,3,0,3,0,1,wish bitch would straight wit friend tell em look ugly really say cute unamused_face smh
11096,3,1,2,0,1,wish everyone knew faggot try hard sketchball
11097,3,2,1,0,0,wish faggot like would stop making music rack city fucking awful get fuck outta michigan
11098,3,0,3,0,1,wish hoe bore mei would problem would shop hoe r u every day
11099,3,0,3,0,1,wish bitch as mother would give grand forchild support fuckin bitch
11100,3,0,3,0,1,wish brother would stop bringing dirty bitch house
11101,3,0,3,0,1,wish people could straight fake bitch fake bitch anyone actually
11102,3,1,2,0,1,wish ppl would learn tf stay business grown as man go please mind damn business bitch
11103,3,0,3,0,1,wish twitter stalk bitch button
11104,3,1,2,0,1,wish ya nighas stressed ya kid like ya stress lame bitch
11105,3,0,3,0,1,wish wish wish wish wish wish bitch would cept already gon na handle smiling_face_with_smiling_eyes
11106,3,1,2,0,1,witnessed ace hoe soo many nigga garden growing face_with_tears_of_joy talking strong armed hoein flexed_biceps
11107,3,0,2,1,1,wnna go ihop bitch
11108,3,0,3,0,1,woke already pregnant fuck dat bitch face_with_tears_of_joy
11109,3,0,3,0,1,woke bed full bitch aint eeeen fuckin
11110,6,0,6,0,1,woke bed full bitch aint even fuckin
11111,3,0,3,0,1,nothin bitch even get hard
11112,3,0,3,0,1,say many bitch fucked might say many touched heavy_dollar_sign
11113,3,0,3,0,1,trust bitch person_gesturing_NO
11114,3,0,0,3,2,wonder many yankee fan hurt derek jeter star break lmao face_with_tears_of_joy
11115,3,1,2,0,1,wonder philly fan aware complete cunt aware ok
11116,3,2,1,0,0,wonder latino strategy working goper double wetback backpedals shoot sight
11117,3,0,3,0,1,wonder bitch dead yet
11118,3,1,2,0,1,wonder ever day sister life ever complete utter bitch save special me…
11119,3,0,3,0,1,wonder twitter didnt allow picture avis many follower yall would really cu yall bitch dont talkin bout shit face_with_tears_of_joy
11120,3,1,2,0,1,wonder twerking dy hoe became world star famous life like wherearetheynow
11121,3,0,3,0,1,wonder bitch got
11122,3,0,3,0,1,wonder wrote blog either hoe dat let nigga beat avail bitch nigga hoe let em beat
11123,3,0,1,2,2,would bitch weather bipolar gon na appreciate nice instead
11124,3,0,3,0,1,would call bitch frowned upon
11125,3,0,3,0,1,would commit rest gay life complete submissive bottom could zac efrons bitch noshame gayboyproblems
11126,3,1,2,0,1,would def call dwight cradle robbing faggot kobe
11127,3,0,1,2,2,would describe work blaxican
11128,3,0,3,0,1,would leave crib go somewhere pretty sure die cause bitch as car sliding everywhere
11129,3,3,0,0,0,would like apologize anyone called fat stupid gay nigger jew retarded truly sorry jk trolling fag
11130,3,0,0,3,2,would like test see long tongue really lady eggplant emoji
11131,3,0,3,0,1,would love give bitch act right juice lol
11132,3,0,3,0,1,would love hit jig fucking life
11133,3,0,3,0,1,would never fight nigga vaginathat hoe lmao
11134,3,0,2,1,1,would never hit woman would slap hoe
11135,3,0,3,0,1,would probably still feel bad bitch
11136,3,0,1,2,2,would went ref hell post game interview saying called sad trash
11137,3,0,3,0,1,would acting like crazy bitch told hell go head
11138,3,0,3,0,1,would fuk lot u bitch realtalk
11139,3,0,3,0,1,would last prison bitch would eat alive
11140,3,1,2,0,1,would want girl showing goody every niggah unamused_face
11141,3,0,3,0,1,im mother fuckin ugly badguy bitch eliwallach type shit breakingbad joke noose rig leevancleef sport
11142,3,0,3,0,1,i�m tough ambitious know exactly want make bitch okay
11143,3,1,2,0,1,gladly victim rt im felon rt bitch lb riding ur face attempted murder tired_face
11144,3,0,3,0,1,logging rt ah man rt bartender sellin pussy thought stripper sold pussy
11145,3,1,2,0,1,id put bullet bitch
11146,3,0,0,3,2,would best owning bird could teach funniest thing say
11147,3,0,0,3,2,would anything oreo vanilla bean drink dunkin chocolate chip muffin tooi starving sound good
11148,3,0,3,0,1,would drive crazy ghetto as school everyday
11149,3,0,3,0,1,would go bitch
11150,3,1,2,0,1,would hit kardashian threw money bruh somebody would pull hoe idgaf nobody anyway lol
11151,3,0,3,0,1,would kill bitch able cuddle right ugh sucker stupid shit swear
11152,3,0,0,3,2,would kill meet charlie sheen
11153,3,1,2,0,1,would like see someone try hit joke bitch internet
11154,3,0,2,1,1,would rather school improving life sleeping home im back bitch
11155,9,0,3,6,2,would rather follow girl instagram rather bird brain tweet tl
11156,3,0,3,0,1,would rather flat bitch bitch cheat
11157,3,0,0,3,2,would rather hear neal degrasse tyson tell scientific mistake assumption wasp
11158,3,0,3,0,1,would shut fuck wide batter boy ever go haha im cunt wit cani shit stop
11159,3,0,3,0,1,never let broke bitch influence sleeping_face
11160,3,1,2,0,1,always remember feeling like good like could like whack bitch could lied
11161,3,0,0,3,2,yankee fan forever
11162,3,0,3,0,1,bitch like fck happen
11163,3,0,3,0,1,dick wan na act like pussy
11164,3,0,3,0,1,damned nigga wife hood hoe
11165,3,0,3,0,1,stripping layer clothes instant get back gate hot satan pussy sonbitch
11166,3,0,2,1,1,lmao grinning_face_with_smiling_eyes pussy
11167,3,0,3,0,1,beat pussy right
11168,3,1,2,0,1,break bitch nigga care size
11169,3,1,2,0,1,call u bitch short
11170,3,0,3,0,1,eat ya pussy like savage put ya nasty as foot face sock drawer already
11171,3,0,3,0,1,fuck bitch real quick
11172,3,0,3,0,1,get much pussy
11173,3,0,0,3,2,give baby zebra girl
11174,3,0,3,0,1,go class last minute hoe
11175,6,0,6,0,1,bitch havin baby every week
11176,3,0,3,0,1,keep comment tho laugh nigs
11177,3,0,1,2,2,let u clam top let dat nookie pop dat cookie jar aint rookie girllll
11178,3,0,3,0,1,live life way want bitch
11179,3,1,2,0,1,pay yall nigga get lost much yall hoe nigga gunna cost
11180,3,0,3,0,1,quit bitch quit fake friend thumbs_up
11181,3,0,2,1,1,round hoe little bit
11182,3,0,3,0,1,start butt work way pussy
11183,3,1,2,0,1,still let plastic bitch dollar
11184,6,1,5,0,1,stop drug alcohol fag slut give chance year feel clearly mean something
11185,3,0,3,0,1,walk away money leave tip bitch
11186,3,0,3,0,1,walk local convenience store clerk say girl keystone sale yo white trash line form right
11187,3,0,3,0,1,bitch
11188,6,0,0,6,2,still eat animal cracker emabiggestfans1d
11189,3,0,0,3,2,camera shy talk phone love rainif youn kno life would understand
11190,3,0,3,0,1,hungry give bitch time day trying take care business person_tipping_hand
11191,3,0,0,3,2,hungry
11192,3,0,0,3,2,pregnant charlie brown worstpeanutsspecialever
11193,3,0,2,1,1,rick james bitch
11194,3,1,2,0,1,totally tired saudi arabia bitch gotten wayyyy old
11195,3,0,2,1,1,tryn tell yall brah went wit slut n could stop da bitch frm boppin dat shit scary
11196,3,0,3,0,1,tryna turn m b bitch
11197,3,0,3,0,1,xxx triple x rated bitch
11198,3,0,3,0,1,vipperloid bitchp
11199,3,0,3,0,1,bad bitch
11200,3,0,3,0,1,big bitch goat rt lazy
11201,3,0,3,0,1,bitch
11202,3,0,3,0,1,bitch family life fucked love life fucked social life fucked outlook life fucked
11203,3,0,3,0,1,bitch nigga hurt feeling like serious
11204,3,0,3,0,1,bitch ok
11205,3,0,2,1,1,broke hoe dream rich hoe cream
11206,3,0,3,0,1,broke hoe dream rich girl cream
11207,3,0,3,0,1,couple bitch header smiling_face_with_sunglasses ioeno em face_with_tears_of_joy
11208,3,0,3,0,1,dick aint even got ya strap pussy
11209,3,0,3,0,1,dope as nigga n bitch od
11210,3,0,3,0,1,hoe loudly_crying_face
11211,6,0,6,0,1,lady bitch
11212,3,0,3,0,1,light skin niggah raising_hands
11213,3,0,3,0,1,made man yall pussy nigga middle
11214,3,0,3,0,1,pull eat pussy dip
11215,3,0,3,0,1,purple headed cunt
11216,3,1,0,2,2,redneck without homophobia racism
11217,3,0,3,0,1,stretch pussy
11218,3,0,0,3,2,sucker colored eye pensive_face
11219,3,0,3,0,1,twat
11220,3,0,2,1,1,wigger
11221,3,0,3,0,1,get bitch cell mate
11222,3,0,3,0,1,hit bitch
11223,3,0,3,0,1,jog higher stupid bitch as hoe saab1
11224,3,0,0,3,2,post charlie clip v yung ill rap battle review
11225,3,0,3,0,1,push niggah seat trying squish shit
11226,3,0,3,0,1,spray perfume bitch look trashit might well smell decent raised_hand
11227,3,0,3,0,1,start bad bitch mentoring association bc girl youre bad bitch dont let anybody tell ya wise
11228,3,1,2,0,1,start calling people retarded thing
11229,3,0,3,0,1,addicted ig twitter side bitch
11230,3,2,1,0,0,already tired mr stupid af decides show u video trigonometric notion um yeah wanted say hoe
11231,3,0,3,0,1,always dumb extra slow as bitch pouting_cat_face
11232,3,0,1,2,2,year old gay driving back road redneck virginia blasting cheetah girl scream sitcom
11233,3,0,3,0,1,asking boy question like bitch
11234,3,0,3,0,1,home throwing taking care kid yet hoe oh okay
11235,3,0,3,0,1,back bitch
11236,3,0,3,0,1,back bitch grinning_face_with_smiling_eyes
11237,3,0,3,0,1,back bitch back effect tonite
11238,3,0,3,0,1,beating bitch jay as see nigga really ovum dead tho loudly_crying_face
11239,3,0,3,0,1,beginning thincc brother defiantly fat mexican bitch eugh confounded_face
11240,3,0,3,0,1,bout beback old shit miss hoe texting saying wan na come see
11241,3,0,3,0,1,bout delete thirsty hoe twitter nigga nobody yall look sooo wack
11242,3,0,3,0,1,bout get bitch cell mate
11243,3,0,3,0,1,bout hop hoe tryna get as
11244,3,0,3,0,1,bout start singing shit lol hoe going crazy nigga august
11245,3,1,2,0,1,boutta deck bitch face
11246,3,1,2,0,1,boutta merk nigguh
11247,3,0,3,0,1,bringing booty back go ahead tell skinny bitch
11248,3,0,3,0,1,busy tell hoe played side busy
11249,3,0,3,0,1,cold bitch even need fleece bad bitch tell drop yo knee
11250,3,0,2,1,1,coming spot nigguh
11251,3,1,2,0,1,crazy poke eye slit yo clit give shit cuz shit
11252,3,0,3,0,1,cute without makeup eyelash OK_hand yall bitch depend shit
11253,6,2,4,0,1,dat nigga hoe stand musical_note bg
11254,3,0,1,2,2,definitely watching mook lux battle today damn
11255,3,0,3,0,1,done cry done worried aint bitch stupid written
11256,3,1,2,0,1,done wit cheer team bitch literally brain dead
11257,3,1,2,0,1,dracula bitch got problem smackin bitch kidnap em attack em ax n shit
11258,3,0,3,0,1,dressing albino one day scaring shit amaris mom
11259,3,0,3,0,1,drunk eat fucking twat
11260,3,0,3,0,1,dry humping hoe tonite bussin costume man deal wit em later rt somebody girl gettin fucked tonight
11261,3,0,3,0,1,fasho hoe rt tbretreat hoe real time
11262,3,0,2,1,1,fine af hoe
11263,3,0,3,0,1,finna quit bitch irratating frfr sick shit let start job huntin
11264,3,0,0,3,2,finna see yankee win baseball game
11265,6,0,6,0,1,finna start slapping bitch
11266,3,0,3,0,1,flexin bitch gold bottle bombay
11267,6,1,5,0,1,flexing nigga bitch
11268,3,1,2,0,1,flipping thru tv saw bachelor stooped second say hoe garbage
11269,3,0,3,0,1,southchicago know bad butbitch aint like live englewood foh
11270,3,0,3,0,1,long beach california people automatically think ama badass bitch hahha
11271,3,0,3,0,1,fucking around two bitch never made hoe mistress
11272,3,0,1,2,2,getting sleepy phone acting retarded
11273,3,0,2,1,1,getting spanked fantasy face_with_tears_of_joy beating damn new england game julian eldman trash
11274,3,0,3,0,1,getting tired telling fuck every time something lol peckerwood guy
11275,3,0,3,0,1,glad ari know text get contact cause ive calling bitch day worried
11276,3,0,3,0,1,glad telling much basic bitch also admitted basic truefriendsarebasictogether
11277,3,0,3,0,1,glad see broad still faggot look come picking dude
11278,3,0,3,0,1,glad hoe aint momma
11279,3,0,3,0,1,goin big bitch suck dick
11280,3,0,3,0,1,going thru bitch aint even bitch let whole team hit
11281,3,0,3,0,1,going ugly niggah halloween
11282,3,0,1,2,2,going dress trash halloween oh wait look like everyday
11283,3,1,2,0,1,going punch bitch cleat come in
11284,3,2,1,0,0,going sell iphone mac support faggot
11285,3,0,3,0,1,going movie weekend bffl bitch nigga solo
11286,4,0,1,3,2,gon na ghetto color stain sharpie ctfu
11287,3,0,3,0,1,gon na go ape shit uchida
11288,3,0,3,0,1,gon na hoe shit meet wait
11289,3,0,3,0,1,gon na kill bitch today
11290,3,0,3,0,1,hand time ta murk bitch
11291,3,0,3,0,1,happily taken tho aint cheating none hoe
11292,3,0,3,0,1,happy aint bitch use
11293,3,0,0,3,2,hooked monkey phonics
11294,3,0,3,0,1,vega bitch
11295,3,0,0,3,2,bed like half asleep stuff really want oreo coffee coolatta
11296,3,0,3,0,1,glory bitch guard
11297,3,0,3,0,1,cut old boy bitch asks smoke weed fucking yaris fuck lol hell
11298,3,0,3,0,1,zone like secondary lie bitch flier pet canary
11299,3,0,3,0,1,bitch flushed_face like mf face_with_tears_of_joy
11300,3,0,3,0,1,hoe tripppped people wildin
11301,3,0,0,3,2,jus trill nicca mane
11302,3,0,3,0,1,gon na get dog eat bitch
11303,3,0,3,0,1,living nig
11304,3,0,3,0,1,matching gram wit fam bitch
11305,3,0,3,0,1,going bitch speak reason decision done start shit
11306,3,1,2,0,1,hoe laugh
11307,3,0,3,0,1,salty bitch
11308,3,0,3,0,1,sayin baby already told bitch OK_hand
11309,3,0,2,1,1,saying twitter pic look like guido love pattyfuckingboges
11310,3,0,0,3,2,sitting waiting twitter explode yankee game end
11311,3,0,0,3,2,tryna get sleep bird start getting rowdy
11312,3,3,0,0,0,upset got faggot show
11313,3,0,3,0,1,known around tampa ugly kid hoe
11314,3,1,2,0,1,lactose hoe nigga tolerant
11315,3,1,2,0,1,late hellniggas really hating cuz hoe want lightskin dude jail yall crazy
11316,3,0,3,0,1,lifted stiff bitch
11317,3,0,2,1,1,like rashad like found ghetto truth newnew
11318,3,0,3,0,1,literally scream throw bitch fit people hurry fuck
11319,3,2,0,1,0,literally laughing shock amazement joy injust everything everything pop champagne american queer arrived
11320,3,0,3,0,1,making tshirt say keha white trash slut wish teenage girl shitty tasted music
11321,3,0,0,3,2,making pollo la brasso today
11322,3,0,3,0,1,mattwho da boy hoe check amazing shit
11323,3,0,3,0,1,naturally bowlegged trying stand normal think look deformed hoe thinking shit cute
11324,3,1,2,0,1,never gon na ok nigga around alot bitch boy cause female boy put
11325,3,0,3,0,1,nice everyone let pretty smile confuse turn bitch nanosecond
11326,3,0,3,0,1,manhoe tho
11327,6,0,6,0,1,pussy ur still dick
11328,3,0,3,0,1,broke open_hands bitch blessed raising_hands
11329,3,0,2,1,1,ho think two men one woman together threesome train getyamindright
11330,3,0,3,0,1,ho like body count probably close
11331,3,0,0,3,2,big uncle tom slur anyway least reserve earn dare vote dem
11332,3,0,3,0,1,bouta let bitch play none family matter fuck
11333,3,0,3,0,1,dating anyone right giving pussy brake
11334,4,1,3,0,1,defending ray rice double standard bitch aint
11335,3,0,3,0,1,side bitch tho waving_hand
11336,3,0,0,3,2,ghetto
11337,3,1,2,0,1,fuckin wit october new shit bitch cold
11338,3,0,3,0,1,going chase dumb bitch
11339,3,0,3,0,1,much texted get nuttz hoe
11340,3,0,3,0,1,particularly shy hard break ice stranger others word pussy smiling_face_with_open_mouth_&_cold_sweat haha cute
11341,3,0,0,3,2,really phone kinda guy actually hate talking phone texting kinda trash also
11342,3,0,3,0,1,brightest guess game lil know much attention whore bitch
11343,3,0,2,1,1,type guy bitch hot still sweating
11344,3,1,2,0,1,type fight bitch nigga im type say fucc take bitch raised_hand
11345,3,3,0,0,0,weird faggot
11346,3,2,1,0,0,obviously talking cod game queer
11347,3,0,3,0,1,work naked hoe alcohol
11348,3,0,2,1,1,officially dubbing nasty unnatural shade red look good one usually see ghetto hood red
11349,3,0,0,3,2,okay rasor talking trash
11350,3,0,3,0,1,old pussy still poppin tho
11351,3,0,3,0,1,old school smack bitch
11352,3,0,3,0,1,boat bitch
11353,3,0,3,0,1,fuck bitch shit
11354,3,0,3,0,1,good kush alcohol got bitch crawl
11355,3,0,3,0,1,driving drunk cause bitch drove drink
11356,3,0,3,0,1,cause bitch tripping face_with_tears_of_joy
11357,3,0,3,0,1,organizing cease fire bald headed bitch weave
11358,3,0,3,0,1,slipping molly jello rt cosby fucking bitch pudding pop lmao
11359,3,0,3,0,1,bitch
11360,3,0,3,0,1,pissed bitch dick shit dick soft cause way carry got ticked aint tryin rick ross
11361,3,0,3,0,1,pretty sure ive never sat friend zone waiting pussy got ta put dick table see happens
11362,3,0,3,0,1,pretty sure dmv let take new pic bitch might accidentally lose license take new pic
11363,3,0,3,0,1,pussy internet life loudly_crying_face
11364,3,0,3,0,1,pussy whipping hoe
11365,3,0,3,0,1,ready bounce dis bitch
11366,3,0,3,0,1,ready cry mad like bitch gon fight
11367,3,0,3,0,1,really nice loudly_crying_face bitch time
11368,3,0,3,0,1,really complete bitch socially handicapped person_raising_hand
11369,3,0,2,1,1,retarded hungover beer lot beer
11370,9,0,9,0,1,rich bitch said dave chappell voice
11371,3,0,3,0,1,roasting first one niccas rock shit
11372,3,0,3,0,1,saying though face_with_tears_of_joy rt panty v ion look like bitch tho
11373,3,2,1,0,0,seeing nigger migrating liberty rd smh
11374,3,0,3,0,1,serious bruh pretty would eat pussy butt loudly_crying_face
11375,3,0,3,0,1,seventeen year old government job ask give two fuck next bitch sleeping_face
11376,3,0,2,1,1,sick tired faggot cage trying see long moses kill royal worldseries barrybonds joke
11377,3,0,3,0,1,sick tired fray crowd crowd mushy moderate contrarian etcwake pussy war
11378,3,0,3,0,1,sick fuck shit bird
11379,3,1,2,0,1,sick dude posting video singing vine shit shower something fag
11380,3,1,2,0,1,sick nigga lying sick bitch hawking matter fact sick talking rip big
11381,4,1,3,0,1,sick hoe real got somebody look aint bout pussy shit
11382,3,0,3,0,1,sick hoe oml
11383,3,0,3,0,1,sippin patron nigga bitch bad bone nigga fucked fucked like gon get home nigga
11384,3,0,3,0,1,excited hang bitch
11385,3,0,3,0,1,faded nigga disappear bitch
11386,3,0,3,0,1,glad wake lookin like one medusa lookin bitch
11387,3,0,3,0,1,high bitch blow high
11388,3,1,2,0,1,mad cause hoe think funny
11389,9,3,6,0,1,mother fucken sexy time retard
11390,3,0,2,1,1,raw problem best song tyga anything trash
11391,3,3,0,0,0,sick u nigger
11392,3,0,3,0,1,tired damn job man wan na blow bitch lol
11393,3,0,3,0,1,sorry costume naughty school girl yr forever consider u basic bitch becreative follower
11394,3,0,3,0,1,sorry make feel free like fucking majestic bird gotonelessproblemwithoutya
11395,3,0,3,0,1,sorry care bitch nigga fucking w
11396,3,0,3,0,1,sorry sorry fuc wit u mo hoe sorry face_with_tears_of_joy
11397,3,0,3,0,1,starting act hollywood round bitch
11398,3,2,1,0,0,starting like meek nig lil arrogant
11399,3,0,3,0,1,sticking theory black pussy taste like strawberry milk
11400,3,1,2,0,1,still mad nigga really said got bitch texting asking oh really let say sum wit hundred_points
11401,3,0,3,0,1,still weak bitch gettin pissed lol
11402,3,0,3,0,1,stuck room house shifting whatever used kind bitch open door like stuck
11403,6,0,6,0,1,bitch sometimes lol
11404,3,0,3,0,1,bitch austin face_with_tears_of_joy
11405,6,1,2,3,2,retard sometimes
11406,3,2,1,0,0,sure would add helpful parenthetical explanation redneck peckerwood teabaggers
11407,3,1,2,0,1,surprised still school tbh quite retard time either exceptional subject absolute shiteee
11408,3,0,3,0,1,talkin bout superb punching ref hoe shit carlton haywood dude took full minute unanswered
11409,3,0,3,0,1,thankful dem big booty hoe doe realtalk
11410,6,0,0,6,2,biggest redskin dam right get stop
11411,3,0,3,0,1,bitch come n sweat n still ya nigga checking me
11412,3,0,3,0,1,crazy bitch call time one hour
11413,6,0,6,0,1,gym looking bitch booty creeping ✌️
11414,3,0,3,0,1,man around dis bitch baby
11415,3,0,3,0,1,pull bitch
11416,3,0,3,0,1,real tony montana got naked bitch banana boat
11417,3,0,3,0,1,type person act like care certain reaction truly little bitch inside
11418,3,1,2,0,1,thinking low level ocd sort goin full retard pretty sure full retard
11419,3,1,2,0,1,tired bitch thinking cool ugly ugly bitch ugly
11420,3,0,3,0,1,much bitch say anything
11421,3,0,2,1,1,nice people finally decide say something bitch wonderful
11422,3,0,3,0,1,tryna eat steak n dis hoe wan na eat peanut voice
11423,3,0,3,0,1,tryna face fuck kesha bitch bringin beef get lettuce n ketchup
11424,3,0,3,0,1,tryna turn m b innis bitch aint never paid wit bitch
11425,3,0,2,1,1,turning heartless bitch
11426,3,0,3,0,1,bird wake tell shit
11427,3,0,3,0,1,bored denna bitch
11428,3,0,3,0,1,hoe
11429,3,0,3,0,1,use hoe play
11430,3,0,3,0,1,bitch em mix
11431,6,1,5,0,1,another nigga bitch face_with_tears_of_joy
11432,3,0,3,0,1,ama even pretty person_tipping_hand julisa work magic bitch lol keep stalking ig see perfect want braid hard pick
11433,3,0,3,0,1,amma go 6 cuz scream bitch stayed getting knocked shit fuck pussy without surprise shitty
11434,3,0,3,0,1,ive sleeping mom past week swear bitch sex dream something always moaning sleep
11435,3,1,2,0,1,ive tryin tell nigga rt lesbian porn finest bitch
11436,3,0,3,0,1,ive eaten six pack hello kitty fruit snack today bitch adult
11437,3,0,0,3,2,ive got bird eye view secret keep
11438,3,1,2,0,1,ive got everybody skurting hoe face_with_tears_of_joy
11439,3,0,0,3,2,ive got saltine cracker red wine possible diy communion uh church awhile tbtweets
11440,3,0,3,0,1,ive never felt comfortable around crazy life ole cool crazy as bitch nigga right
11441,3,0,0,3,2,ive never twinkie
11442,3,1,2,0,1,ive never problem w anybody ive w company year snitch fucking bitch trying get fired
11443,3,0,0,3,2,ive pretty much eaten entire box nephew cheese nip feel bad little
11444,3,0,0,3,2,ive seen majorleauge charlie sheenand giant committed sin worshipped barrybonds batting coach
11445,3,0,3,0,1,ive seen every episode scrub ever sense first episode niggah
11446,3,0,3,0,1,ive told bitch dentist gum receding past fuckin year wan na warn
11447,3,1,2,0,1,see hoe hurrrr
11448,3,0,0,3,2,one welcome new eastern panhandle overlord hope better job yokel got u first place
11449,3,0,3,0,1,ig bid bitch dumb as face lol
11450,3,0,2,1,1,im filling hoe jaw side
11451,3,0,1,2,2,isi jihadis discus ‘ buying selling yezidi girl slave tcot pjnet
11452,3,0,0,3,2,isi jihadis australia shoot man face chanting ‘ isi stay tcot pjnet
11453,3,0,0,3,2,isi supporter america jihadis next door
11454,3,0,3,0,1,ian watch maury long maury wear jean show guess like fk need dress ghetto as ppl anymore
11455,3,0,3,0,1,ibuki´s shaved pussy fingered fucked tight little rosebud as destroyed
11456,3,0,3,0,1,id light bitch fire starting ratchet as weave
11457,3,0,3,0,1,id make look like absolute pussy scared say anything face hahahahahaha
11458,6,2,3,1,1,id rather niggah
11459,3,0,3,0,1,idc eat pussy grinning_face_with_smiling_eyes
11460,3,0,3,0,1,idc none bitch
11461,3,1,2,0,1,idgaf coon moment
11462,3,1,2,0,1,idgaf someone havin curelet bitch burn
11463,3,0,3,0,1,idgaf money hungry bitch
11464,3,0,3,0,1,idgaf flat chested hoe feeling either grown as man nigga
11465,6,0,6,0,1,idgaf regardless bitch got day
11466,3,1,2,0,1,idgaf ya men ya bitch none bitch yall fuck care
11467,3,1,2,0,1,idgaf pm afternoon bitch make pancake
11468,3,0,3,0,1,idgaf sound illogical twitter bitch
11469,3,0,3,0,1,idgaf anyone say gambling stupid like constantly bitch money tf would go casino
11470,3,0,3,0,1,idgaf u get long u go hard sell drug credit card check strip sell pussy whatever jst dnt b halfassed
11471,3,1,0,2,2,idiotic censorship drive france president fails understand empowering jihadis censoring internet wholesale fail
11472,3,0,3,0,1,idk yall love thirsty bitch atleast afraid peruse nigga
11473,3,0,2,1,1,idk bro bunch hoe really compare one faithful girl bruh
11474,6,0,6,0,1,idk friend blunt sarcastic people probably think raging bitch
11475,3,0,3,0,1,idk bitch trust bitch sooo easily still friend
11476,3,0,3,0,1,idk maybe bitter giving bitch money genuine nigga aint got nowhere fuck struggle hoe
11477,3,1,2,0,1,idk worse broke hoe potential
11478,3,1,2,0,1,idk nigga jus went better find food become real life bitch
11479,3,0,3,0,1,idk tf roro sophie glad got bitch twerkin vine whip
11480,3,0,3,0,1,idk bitch think player lol bitch zero game
11481,3,0,3,0,1,idont want bestfriend boyfriend homeboy homegirl fuck yall bitch ctfu idc
11482,3,0,3,0,1,know love coon as cuz face_with_tears_of_joy
11483,3,0,3,0,1,post pic wave bringing scurl back hoe
11484,3,0,0,3,2,ashton trash make come guy someone like ashton trash make many people smile
11485,3,0,3,0,1,bradley cooper win oscar ryan gosling imma cut bitch
11486,3,0,2,1,1,california chrome go even money better might flip trash mean damn get 5 oh humanity
11487,3,0,3,0,1,dirty still around wonder many younger guy would call disrespectful son bitch
11488,3,0,2,1,1,dj khaled eats nicki minajs pussy finna taste everyone rap industry
11489,3,0,3,0,1,drew stubbs pimp could even hit hoe
11490,6,0,6,0,1,become president everybodys lockdown gon na run bitch like penitentiary
11491,3,0,3,0,1,called bitch would prolly hate called bad bitch prolly thank
11492,3,0,3,0,1,make money bitch even want
11493,3,1,2,0,1,like hoe turn as frisbee
11494,3,0,3,0,1,unwrap big booty hoe today going rio outraged
11495,3,0,3,0,1,ever ate pussy fucked nigga let know right owe 100 dirty bitch
11496,3,0,1,2,2,ever committ crime cite lvl sole influence
11497,3,0,3,0,1,ever saw kendall jones person id kill sight hate bitch anything life
11498,6,1,5,0,1,fuck nigga bitch ima record keep fuckin til play dumb ima show
11499,3,0,3,0,1,dollar every time someone called maggie would make rain hoe
11500,3,0,3,0,1,hair would seriously go perm genetics stone cold bitch
11501,3,0,3,0,1,hit w shotty bitch bet body flip
11502,3,0,3,0,1,hold door open bitch betta say thank imma slam door ya back
11503,3,0,3,0,1,post picture woman hoe jumping bridge tonight lol
11504,3,0,3,0,1,respect demand respect back think bitch even bigger one bring
11505,3,1,2,0,1,see another bitch rolly bag ima diesel bitch
11506,3,0,3,0,1,smoke ya bitch
11507,3,1,2,0,1,guy would definitely dress fuck right pussy guy
11508,6,0,5,1,1,stranded desert island could bring thing would bring dora hoe everything backpack
11509,3,0,0,3,2,kid todaymichelle obamas lunch would wind trash
11510,3,1,2,0,1,born black would ton kid never work get lot free stuff bitch thank god notwhat drag would b
11511,3,0,3,0,1,wore tutu bitch would want face_with_tears_of_joy dog gon na telling everyday expressionless_face
11512,3,0,0,3,2,legit trying worst thing try play game get bird sooo fast
11513,3,0,3,0,1,sharing nigga every bitch tf want aint longer special heck
11514,3,0,3,0,1,ive never seen hoe shit eye refuse let another nigga influence thought
11515,3,0,3,0,1,kubiak player would pump painkiller tell stop pussy
11516,3,0,0,3,2,temple beat rutgers today happy clam
11517,3,0,3,0,1,bitch annoying getting left
11518,3,0,3,0,1,bitch bit dick would probably beat shit
11519,3,0,3,0,1,bitch choosin let choose lmao
11520,3,0,3,0,1,bitch like sumthin wrong wit da bitch
11521,3,0,2,1,1,bitch taste kissing_cat_face_with_closed_eyes even dare eat face_with_medical_mask
11522,3,0,3,0,1,bitch fuss fight niggah thats hugged bood w next bitch clearly doesnt gaf bout u
11523,3,0,3,0,1,bitch bad n single single fo reasonhoe prolly cray runna
11524,3,0,3,0,1,bitch make u moan sex owns soul hundred_points
11525,3,0,3,0,1,chick want eat pussy leave accept gladly lol
11526,3,1,2,0,1,cute bitch fuck lame nigga automatically becomes time le attractive eye
11527,3,1,2,0,1,nigca neva told bitch got bomb azz puzzy kill yaself bitch
11528,6,1,5,0,1,nigga nap fuck bitch mean lame fuckin lame deez nigga corny asl
11529,3,1,2,0,1,nigga watching love hiphop instead playoff gay denna bitch
11530,3,1,2,0,1,nigga phone broke best believe gon memorize main bitch number bitch cash number hundred_points
11531,3,3,0,0,0,spic ever talk white person white person kill self defense
11532,3,0,3,0,1,teacher gave pussy elementary school got tell somebody
11533,3,1,2,0,1,teacher tried throw pussy school nigga aint sayin shit
11534,3,0,3,0,1,anxiety person would kill bitch fuckin fast
